harbor_seal,reference,ca_sea_lion,northern_elephant_seal,reference_gene_symbol,is_mt
XP_032258935.1,XP_536053.3,XP_027444009.1,XP_045724032.1,ACADL,False
XP_032258937.1,XP_038312509.1,XP_027446650.1,XP_045725375.1,FNDC3A,False
XP_032258938.1,XP_005633932.1,XP_027446652.1,XP_045725376.1,FNDC3A,False
XP_032258939.1,XP_534116.2,XP_027444426.1,XP_045725373.1,CDADC1,False
XP_032258940.1,XP_542559.3,XP_027444424.1,XP_064442195.1,SETDB2,False
XP_032258941.1,XP_038312636.1,XP_027468805.1,XP_064442199.1,SETDB2,False
XP_032258949.1,XP_542560.3,XP_027444442.2,XP_064442192.1,CAB39L,False
XP_032258954.1,XP_038312640.1,XP_027447053.1,XP_045725363.1,RCBTB1,False
XP_032258957.1,XP_534113.2,XP_027443830.1,XP_045725357.1,EBPL,False
XP_032258962.1,XP_038312673.1,XP_027446301.1,XP_045725355.1,KPNA3,False
XP_032258963.1,XP_038312615.1,XP_027446517.1,XP_045725354.1,SPRYD7,False
XP_032258967.1,XP_038312591.1,XP_027444061.1,XP_064442204.1,TRIM13,False
XP_032258969.1,XP_849751.2,XP_027444062.1,XP_045725352.1,KCNRG,False
XP_032258972.1,XP_038312690.1,XP_027445148.1,XP_045725343.1,RNASEH2B,False
XP_032258973.1,XP_536052.1,XP_027446351.1,XP_045724048.1,KANSL1L,False
XP_032258976.1,XP_038312759.1,XP_027443865.1,XP_045725342.1,FAM124A,False
XP_032258978.1,XP_038312773.1,XP_027444577.2,XP_045725341.1,INTS6,False
XP_032258979.1,XP_038312751.1,XP_027444403.1,XP_045725339.1,WDFY2,False
XP_032258982.1,NP_001020438.1,XP_027445318.1,XP_064442214.1,ATP7B,False
XP_032258983.1,XP_003433100.4,XP_027446284.1,XP_045725335.1,ALG11,False
XP_032258984.1,XP_013961738.2,XP_027446278.2,XP_064442216.1,NEK5,False
XP_032258985.1,XP_038314508.1,XP_027447039.1,XP_045725329.1,NEK3,False
XP_032258986.1,XP_534484.2,XP_027445464.1,XP_045725325.1,VPS36,False
XP_032258989.1,XP_534485.2,XP_027447369.1,XP_064442222.1,THSD1,False
XP_032258991.1,XP_038314241.1,XP_027446414.2,XP_045725790.1,SLC25A15,False
XP_032258993.1,XP_005635465.1,XP_027446970.2,XP_045725788.1,MRPS31,False
XP_032258996.1,XP_022265838.2,XP_027444481.1,XP_064442224.1,FOXO1,False
XP_032258997.1,XP_534488.4,XP_027445789.1,XP_045725321.1,COG6,False
XP_032259001.1,XP_543123.3,XP_027446821.1,XP_045725319.1,LHFPL6,False
XP_032259003.1,XP_543124.1,XP_027446235.1,XP_045725318.1,NHLRC3,False
XP_032259005.1,XP_543125.3,XP_027446771.1,XP_064442230.1,PROSER1,False
XP_032259007.1,XP_038314221.1,XP_027445415.1,XP_045725315.1,FREM2,False
XP_032259008.1,XP_534489.4,XP_027445738.1,XP_045725313.1,UFM1,False
XP_032259014.1,XP_543129.2,XP_027444979.1,XP_064442237.1,TRPC4,False
XP_032259016.1,XP_861314.2,XP_027446354.1,XP_045724049.1,RPE,False
XP_032259018.1,XP_534490.2,XP_027446782.1,XP_045725301.1,POSTN,False
XP_032259019.1,XP_005635479.1,XP_027446783.1,XP_045725302.1,POSTN,False
XP_032259020.1,XP_005635480.1,XP_027446784.1,XP_045725303.1,POSTN,False
XP_032259021.1,XP_003433356.1,XP_027446785.1,XP_045725304.1,POSTN,False
XP_032259023.1,XP_005635504.1,XP_027446761.1,XP_064442243.1,SUPT20H,False
XP_032259025.1,XP_848696.1,XP_027446762.1,XP_064442244.1,SUPT20H,False
XP_032259030.1,XP_005635507.1,XP_027446766.1,XP_064442248.1,SUPT20H,False
XP_032259032.1,XP_005635508.1,XP_027446767.1,XP_064442249.1,SUPT20H,False
XP_032259033.1,XP_005635499.1,XP_027446758.1,XP_064442242.1,SUPT20H,False
XP_032259034.1,XP_013962841.1,XP_027446769.1,XP_045725311.1,EXOSC8,False
XP_032259035.1,XP_534493.2,XP_027447103.1,XP_045725282.1,ALG5,False
XP_032259044.1,XP_038314324.1,XP_027445356.1,XP_064442251.1,SMAD9,False
XP_032259046.1,XP_038314325.1,XP_027445357.1,XP_045725280.1,SMAD9,False
XP_032259047.1,XP_038314326.1,XP_027445359.1,XP_064441186.1,SMAD9,False
XP_032259048.1,XP_038314509.1,XP_027446484.2,XP_045724491.2,RFXAP,False
XP_032259058.1,XP_038314373.1,XP_027447316.1,XP_045723482.1,SERTM1,False
XP_032259061.1,XP_022265525.1,XP_027447082.1,XP_064441841.1,CCNA1,False
XP_032259066.1,XP_038314174.1,XP_027447073.1,XP_064442264.1,SPART,False
XP_032259072.1,XP_543134.3,XP_027447059.1,XP_064442269.1,SOHLH2,False
XP_032259076.1,XP_038314176.1,XP_027447065.1,XP_064442270.1,CCDC169,False
XP_032259078.1,XP_013962869.1,XP_027445269.1,XP_064442258.1,DCLK1,False
XP_032259082.1,XP_022265646.1,XP_027445272.1,XP_064442261.1,DCLK1,False
XP_032259095.1,XP_038314488.1,XP_027444097.1,XP_045725271.1,NBEA,False
XP_032259096.1,XP_013962853.1,XP_027444098.1,XP_045725272.1,NBEA,False
XP_032259097.1,XP_543137.1,XP_027444099.1,XP_045725273.1,MAB21L1,False
XP_032259100.1,XP_534500.3,XP_027445739.1,XP_045725265.1,RFC3,False
XP_032259101.1,XP_849359.2,XP_027443994.1,XP_045725259.1,STARD13,False
XP_032259102.1,XP_005635528.2,XP_027443995.1,XP_045725264.1,STARD13,False
XP_032259103.1,XP_022265698.1,XP_027444000.1,XP_064442282.1,STARD13,False
XP_032259104.1,XP_005635530.1,XP_027445831.2,XP_064442290.1,PDS5B,False
XP_032259105.1,XP_543139.3,XP_027445829.2,XP_064442291.1,PDS5B,False
XP_032259106.1,XP_005635531.1,XP_027445830.2,XP_064442292.1,PDS5B,False
XP_032259108.1,XP_005635532.1,XP_027445832.2,XP_064442293.1,PDS5B,False
XP_032259109.1,XP_005635533.1,XP_035582631.1,XP_064442294.1,PDS5B,False
XP_032259113.1,XP_022265737.2,XP_027445157.1,XP_045725249.1,N4BP2L2,False
XP_032259115.1,XP_038314423.1,XP_027445158.1,XP_045725242.1,N4BP2L1,False
XP_032259118.1,XP_038314424.1,XP_027445160.1,XP_045725244.1,N4BP2L1,False
XP_032259119.1,XP_038314425.1,XP_027445162.1,XP_045725246.1,N4BP2L1,False
XP_032259120.1,NP_001006654.2,XP_027446004.2,XP_064442296.1,BRCA2,False
XP_032259129.1,XP_038314416.1,XP_027445366.1,XP_045725235.1,FRY,False
XP_032259133.1,XP_038314512.1,XP_027446310.1,XP_045725227.2,B3GLCT,False
XP_032259135.1,XP_038314267.1,XP_027446167.1,XP_045725225.1,HSPH1,False
XP_032259138.1,XP_005635537.2,XP_027446016.1,XP_064442328.1,TEX26,False
XP_032259139.1,XP_013962818.2,XP_027446965.2,XP_045725224.1,MEDAG,False
XP_032259141.1,XP_534516.4,XP_027446985.1,XP_054362266.1,ALOX5AP,False
XP_032259142.1,XP_038314553.1,XP_027445679.2,XP_064442330.1,USPL1,False
XP_032259146.1,NP_001002937.1,XP_027446009.1,XP_045725221.1,HMGB1,False
XP_032259152.1,XP_005635547.1,XP_027446022.1,XP_064442333.1,UBL3,False
XP_032259157.1,NP_001274482.1,XP_027445156.1,XP_064442334.1,SLC7A1,False
XP_032259163.1,XP_038319720.1,XP_035582758.1,XP_064443071.1,UNC80,False
XP_032259165.1,XP_013962858.1,XP_027446779.1,XP_045725211.1,MTUS2,False
XP_032259168.1,XP_534517.1,XP_027446230.2,XP_045725209.1,SLC46A3,False
XP_032259169.1,XP_534518.1,XP_035579473.1,XP_045725208.1,LOC477325,False
XP_032259171.1,XP_534520.2,XP_027446641.1,XP_045725207.1,FLT1,False
XP_032259172.1,NP_001018647.1,XP_027445766.2,XP_045724484.3,FLT3,False
XP_032259174.1,XP_005635562.1,XP_027447255.1,XP_045725199.1,PAN3,False
XP_032259175.1,XP_005635563.1,XP_027447256.1,XP_045725200.1,PAN3,False
XP_032259176.1,XP_543150.3,XP_027447259.1,XP_045725201.1,PAN3,False
XP_032259178.1,XP_005635564.1,XP_027447258.1,XP_045725202.1,PAN3,False
XP_032259179.1,XP_005635565.1,XP_027447260.1,XP_045725203.1,PAN3,False
XP_032259181.1,XP_543157.1,XP_027445674.1,XP_064442339.1,LNX2,False
XP_032259182.1,XP_022265674.1,XP_027446668.1,XP_045725197.1,LOC111092404,False
XP_032259183.1,XP_013962884.1,XP_027446669.1,XP_045725198.1,POLR1D,False
XP_032259185.1,XP_038319724.1,XP_027446529.1,XP_064443072.1,UNC80,False
XP_032259187.1,XP_849667.1,XP_027444930.1,XP_054362259.1,MTIF3,False
XP_032259190.1,XP_038319641.1,XP_035580113.1,XP_064442344.1,LOC106558335,False
XP_032259191.1,XP_543159.2,XP_027445691.1,XP_064442345.1,USP12,False
XP_032259192.1,XP_038314698.1,XP_027443866.1,XP_045723473.1,GPR12,False
XP_032259194.1,XP_038319725.1,XP_027446530.1,XP_064443073.1,UNC80,False
XP_032259195.1,XP_038314285.1,XP_027446620.1,XP_045725182.1,WASF3,False
XP_032259196.1,XP_022265847.1,XP_027446621.1,XP_045725180.1,WASF3,False
XP_032259197.1,XP_849851.2,XP_027446011.1,XP_045725177.1,CDK8,False
XP_032259198.1,XP_005635587.1,XP_027446012.1,XP_045725178.1,CDK8,False
XP_032259203.1,XP_534526.2,XP_027445405.1,XP_045725174.1,RNF6,False
XP_032259205.1,XP_038314518.1,XP_027445803.2,XP_045725169.1,SHISA2,False
XP_032259206.1,XP_003433345.1,XP_027446913.1,XP_045725167.1,ATP8A2,False
XP_032259213.1,XP_534528.3,XP_027445225.1,XP_045725165.1,NUP58,False
XP_032259214.1,XP_003433347.2,XP_027445226.1,XP_045725166.1,NUP58,False
XP_032259215.1,XP_534530.4,XP_027445080.1,XP_045725163.1,MTMR6,False
XP_032259217.1,XP_038314549.1,XP_027446639.2,XP_045723471.2,AMER2,False
XP_032259218.1,XP_038314550.1,XP_027446640.2,XP_045723472.2,AMER2,False
XP_032259223.1,XP_038314212.1,XP_027443987.2,XP_064442358.1,SPATA13,False
XP_032259227.1,XP_038314259.1,XP_027443746.1,XP_045725148.1,MIPEP,False
XP_032259231.1,XP_543168.2,XP_027447252.1,XP_045725146.1,TNFRSF19,False
XP_032259237.1,XP_038314649.1,XP_027443949.1,XP_045725140.2,SACS,False
XP_032259240.1,NP_001014298.1,XP_027446906.1,XP_064442363.1,SGCG,False
XP_032259244.1,XP_849938.1,XP_027443781.1,XP_045725139.1,FGF9,False
XP_032259246.1,XP_013962887.1,XP_027445956.1,XP_045725138.1,MICU2,False
XP_032259248.1,XP_013962885.1,XP_027445479.1,XP_045725126.1,ZDHHC20,False
XP_032259253.1,XP_005635608.1,XP_027445484.1,XP_045725133.1,ZDHHC20,False
XP_032259259.1,XP_851736.4,XP_027446020.1,XP_045725124.1,SKA3,False
XP_032259260.1,NP_001239090.1,XP_027447225.1,XP_045725123.1,SAP18,False
XP_032259261.1,XP_038314497.1,XP_027445683.1,XP_064442371.1,LATS2,False
XP_032259262.1,XP_534538.3,XP_027445901.1,XP_064442376.1,XPO4,False
XP_032259269.1,XP_543173.1,XP_027445911.1,XP_045725112.2,EEF1AKMT1,False
XP_032259271.1,XP_038314520.1,XP_027445914.1,XP_045725103.1,IL17D,False
XP_032259276.1,XP_534539.4,XP_027445905.1,XP_064442378.1,IFT88,False
XP_032259277.1,XP_543175.2,XP_027445909.1,XP_045725102.2,CRYL1,False
XP_032259287.1,XP_013962914.1,XP_027443854.1,XP_045725098.1,GJB6,False
XP_032259288.1,XP_005635627.2,XP_027444142.2,XP_045725093.1,ZMYM2,False
XP_032259290.1,XP_013962877.2,XP_027444144.1,XP_045725095.1,ZMYM2,False
XP_032259294.1,XP_851995.2,XP_035582586.1,XP_045725082.1,ZMYM5,False
XP_032259297.1,NP_001139453.1,XP_027444138.1,XP_045725079.1,MPHOSPH8,False
XP_032259299.1,NP_001139452.1,XP_027444655.1,XP_045725075.1,PARP4,False
XP_032259303.1,XP_038314255.1,XP_027444881.1,XP_045725072.1,RNF17,False
XP_032259305.1,XP_543181.1,XP_027444883.1,XP_064442399.1,CENPJ,False
XP_032259306.1,XP_038314522.1,XP_027445822.1,XP_045725070.1,PTPN18,False
XP_032259307.1,XP_022276418.1,XP_027445315.1,XP_045725067.1,LOC111096540,False
XP_032259308.1,XP_848318.1,XP_027445316.1,XP_045725069.1,CCDC115,False
XP_032259315.1,XP_022270925.1,XP_027444472.1,XP_064443069.1,MAP2,False
XP_032259317.1,XP_022270919.1,XP_027444467.1,XP_064443065.1,MAP2,False
XP_032259342.1,XP_003433853.1,XP_027460906.1,XP_045751224.1,PDE4D,False
XP_032259349.1,XP_546282.3,XP_027462095.1,XP_045743601.1,HAND1,False
XP_032259350.1,XP_546277.3,XP_027461976.1,XP_045758020.1,ITK,False
XP_032259351.1,XP_536454.2,XP_027460302.1,XP_045743539.1,SOX30,False
XP_032259352.1,XP_003434565.1,XP_027460303.1,XP_045743548.1,SOX30,False
XP_032259353.1,XP_038352581.1,XP_027461604.1,XP_045758011.2,LSM11,False
XP_032259356.1,NP_001003292.1,XP_027461975.1,XP_045757919.1,IL12B,False
XP_032259358.1,XP_536447.1,XP_027462827.1,XP_045743511.1,FABP6,False
XP_032259359.1,XP_022273448.1,XP_027462826.1,XP_054369722.2,CCNJL,False
XP_032259360.1,XP_005619297.2,XP_027462140.1,XP_054369716.1,C1QTNF2,False
XP_032259361.1,XP_005640650.1,XP_027445470.1,XP_064443059.1,PIKFYVE,False
XP_032259362.1,XP_546263.2,XP_027460141.1,XP_045743473.1,GABRA6,False
XP_032259363.1,XP_854651.3,XP_027462326.1,XP_045757714.1,HMMR,False
XP_032259364.1,XP_546245.2,XP_027462618.1,XP_045743383.1,FOXI1,False
XP_032259365.1,XP_038319594.1,XP_027445472.1,XP_064443061.1,PIKFYVE,False
XP_032259367.1,XP_546242.3,XP_027460329.1,XP_045743370.1,GABRP,False
XP_032259369.1,XP_546241.5,XP_027462923.1,XP_045743356.1,TLX3,False
XP_032259370.1,XP_854425.1,XP_027462012.1,XP_045757388.1,FGF18,False
XP_032259371.1,NP_001010959.1,XP_027461832.1,XP_045743333.2,NKX2-5,False
XP_032259372.1,NP_001003098.1,XP_027427497.1,XP_045743291.1,MSX2,False
XP_032259373.1,XP_038319595.1,XP_027445473.1,XP_064443063.1,PIKFYVE,False
XP_032259374.1,XP_013973737.1,XP_035584365.1,XP_064432691.1,LOC106559572,False
XP_032259375.1,XP_852242.1,XP_027461729.1,XP_045743231.1,SLC34A1,False
XP_032259376.1,XP_013968463.1,XP_027461701.1,XP_045743217.1,PFN3,False
XP_032259377.1,XP_005619500.2,XP_027461806.1,XP_064452564.1,DOK3,False
XP_032259380.1,XP_038324869.1,XP_027461732.1,XP_045743139.2,SLCO4C1,False
XP_032259383.1,XP_038325651.1,XP_027461750.1,XP_045743115.1,GPR150,False
XP_032259387.1,XP_546045.1,XP_027461929.1,XP_045742999.2,SPZ1,False
XP_032259389.1,XP_038321601.1,XP_027462871.1,XP_064452341.1,OTP,False
XP_032259390.1,NP_001139463.1,XP_027462873.1,XP_064451664.1,F2RL1,False
XP_032259391.1,XP_038316187.1,XP_027462775.1,XP_045742862.1,TMEM171,False
XP_032259394.1,XP_544368.2,XP_027462798.1,XP_045752077.1,MARVELD2,False
XP_032259395.1,XP_005617514.3,XP_027462045.1,XP_045727746.1,CENPH,False
XP_032259396.1,XP_038315294.1,XP_027462759.1,XP_045751239.1,DEPDC1B,False
XP_032259400.1,XP_536047.2,XP_027446242.1,XP_054362006.1,IDH1,False
XP_032259401.1,XP_005617450.1,XP_035583544.1,XP_064451659.1,DDX4,False
XP_032259402.1,NP_001239252.1,XP_027462975.1,XP_054367982.1,GPX8,False
XP_032259406.1,XP_544335.3,XP_027462060.1,XP_045742688.1,GZMA,False
XP_032259408.1,NP_001020568.1,XP_027460229.1,XP_045750805.1,SPINK5,False
XP_032259411.1,XP_850557.1,XP_027462234.1,XP_045742654.1,SPINK1,False
XP_032259412.1,XP_038319697.1,XP_027443782.1,XP_064441908.1,C37H2orf80,False
XP_032259413.1,XP_544328.1,XP_027462885.1,XP_045742633.1,POU4F3,False
XP_032259415.1,XP_544319.2,XP_027461987.1,XP_045750201.1,PCDH12,False
XP_032259416.1,XP_852772.1,XP_027462433.1,XP_045742830.1,CARTPT,False
XP_032259417.1,XP_005619312.1,XP_035583634.1,XP_045758018.1,FAM71B,False
XP_032259418.1,XP_038489962.1,XP_027463017.1,XP_045745514.1,LOC476372,False
XP_032259420.1,XP_022266099.1,XP_027462511.1,XP_045742850.1,H2BL1,False
XP_032259421.1,XP_853219.2,XP_027462877.1,XP_045742955.1,S100Z,False
XP_032259423.1,XP_005619309.1,XP_027461928.1,XP_045743559.1,NIPAL4,False
XP_032259427.1,XP_536046.3,XP_027445459.1,XP_045724064.1,PLEKHM3,False
XP_032259428.1,XP_005619271.1,XP_027462598.1,XP_045720459.1,SMIM23,False
XP_032259429.1,XP_536430.1,XP_027462527.1,XP_045720446.1,EFCAB9,False
XP_032259431.1,XP_546216.4,XP_027460203.1,XP_064452603.1,GPRIN1,False
XP_032259432.1,XP_022273698.1,XP_027460204.1,XP_045720406.1,EIF4E1B,False
XP_032259433.1,XP_022272269.1,XP_027460836.2,XP_045720339.1,TMEM232,False
XP_032259435.1,XP_005640648.1,XP_027443801.1,XP_045724066.1,CCNYL1,False
XP_032259437.1,XP_546002.3,XP_027461861.1,XP_045720296.1,SLCO6A1,False
XP_032259438.1,XP_545613.3,XP_027443802.1,XP_045724068.1,CCNYL1,False
XP_032259439.1,XP_544329.2,XP_027460159.1,XP_045742646.1,GPR151,False
XP_032259440.1,XP_546022.4,XP_027461753.1,XP_045720223.2,FAM81B,False
XP_032259441.1,XP_038326308.1,XP_027461361.1,XP_064452434.1,ADGRV1,False
XP_032259447.1,XP_013963900.1,XP_035583412.1,XP_064453007.1,IL31RA,False
XP_032259449.1,XP_535236.3,XP_027460224.1,XP_045745588.1,CDC20B,False
XP_032259451.1,XP_005617437.1,XP_027460227.1,XP_045745576.1,SPINK6,False
XP_032259453.1,XP_851314.3,XP_027447235.1,XP_064442991.1,C2CD6,False
XP_032259455.1,XP_022265390.1,XP_027460382.2,XP_045751199.1,GAPT,False
XP_032259456.1,XP_005617433.1,XP_027462230.1,XP_064452196.1,C2H5orf46,False
XP_032259457.1,XP_853398.1,XP_035583442.1,XP_045743624.1,GRIA1,False
XP_032259461.1,XP_005619326.1,XP_027462564.1,XP_045758144.1,FAM114A2,False
XP_032259462.1,XP_038319688.1,XP_027446923.1,XP_045724074.1,METTL21A,False
XP_032259464.1,XP_546284.2,XP_027462316.1,XP_045758132.1,MFAP3,False
XP_032259467.1,XP_546283.3,XP_027461463.2,XP_045758121.2,GALNT10,False
XP_032259468.1,XP_854930.3,XP_027461683.1,XP_045758113.1,SAP30L,False
XP_032259469.1,XP_038352792.1,XP_027462690.1,XP_045758074.1,LARP1,False
XP_032259471.1,XP_546281.3,XP_035583647.1,XP_054369869.1,FAXDC2,False
XP_032259472.1,XP_546280.1,XP_027460922.1,XP_045758103.1,CNOT8,False
XP_032259473.1,XP_005619318.1,XP_027460926.1,XP_045758044.2,GEMIN5,False
XP_032259474.1,XP_536459.2,XP_027460927.1,XP_045758051.2,GEMIN5,False
XP_032259480.1,XP_536458.3,XP_027462632.1,XP_045758031.2,MRPL22,False
XP_032259490.1,XP_013968526.1,XP_027462459.1,XP_064452685.1,SGCD,False
XP_032259492.1,XP_005619313.1,XP_027462870.1,XP_045758025.1,TIMD4,False
XP_032259496.1,XP_013966466.1,XP_027444571.1,XP_045724076.1,CREB1,False
XP_032259499.1,NP_001192043.1,XP_027462902.1,XP_064452683.1,HAVCR1,False
XP_032259501.1,NP_001241644.1,XP_027461730.1,XP_045743574.2,HAVCR2,False
XP_032259503.1,NP_001240828.1,XP_027461980.1,XP_064452680.1,MED7,False
XP_032259505.1,XP_013966467.1,XP_027444572.1,XP_045724077.1,CREB1,False
XP_032259508.1,XP_536455.3,XP_027460935.1,XP_064452679.1,CYFIP2,False
XP_032259509.1,XP_005619310.1,XP_027460936.1,XP_045758017.2,FNDC9,False
XP_032259511.1,XP_005619308.2,XP_027461157.2,XP_064452675.1,ADAM19,False
XP_032259512.1,XP_536453.2,XP_027461605.1,XP_045758013.1,THG1L,False
XP_032259514.1,XP_022273468.1,XP_027461609.1,XP_054369788.1,THG1L,False
XP_032259517.1,XP_536451.3,XP_035583522.1,XP_045757994.1,CLINT1,False
XP_032259519.1,XP_005619303.2,XP_027461769.1,XP_045757951.1,EBF1,False
XP_032259520.1,XP_038352497.1,XP_027461770.1,XP_045757956.1,EBF1,False
XP_032259521.1,XP_022273454.1,XP_027461771.1,XP_045757963.1,EBF1,False
XP_032259527.1,XP_546272.2,XP_035583517.1,XP_064452669.1,RNF145,False
XP_032259528.1,XP_546271.2,XP_027462699.1,XP_045757929.1,UBLCP1,False
XP_032259529.1,NP_001183964.2,XP_027460095.1,XP_045757913.1,ADRA1B,False
XP_032259533.1,XP_546270.2,XP_027460511.1,XP_045757905.2,TTC1,False
XP_032259535.1,XP_038352292.1,XP_027460503.1,XP_064452666.1,PWWP2A,False
XP_032259538.1,XP_038352301.1,XP_027460505.1,XP_045757867.1,PWWP2A,False
XP_032259540.1,XP_038352360.1,XP_027460508.1,XP_045757886.1,PWWP2A,False
XP_032259545.1,XP_536446.4,XP_027462493.1,XP_045757815.1,SLU7,False
XP_032259548.1,XP_536445.2,XP_027461692.1,XP_045757800.1,PTTG1,False
XP_032259549.1,XP_038352228.1,XP_027461696.1,XP_064452665.1,PTTG1,False
XP_032259550.1,XP_038352105.1,XP_027462348.2,XP_045743487.1,ATP10B,False
XP_032259559.1,XP_038352029.1,XP_027462379.1,XP_064452662.1,GABRB2,False
XP_032259560.1,XP_022273436.1,XP_027462658.1,XP_045757752.1,GABRA1,False
XP_032259561.1,XP_867037.1,XP_027462855.1,XP_045757738.1,GABRG2,False
XP_032259562.1,XP_546259.1,XP_027462856.1,XP_045757740.1,GABRG2,False
XP_032259563.1,XP_038319556.1,XP_035582533.1,XP_045724082.1,KLF7,False
XP_032259564.1,XP_536441.1,XP_027462142.1,XP_045757727.1,CCNG1,False
XP_032259565.1,XP_536440.4,XP_035581013.1,XP_045757720.1,NUDCD2,False
XP_032259566.1,XP_003434556.1,XP_027461513.1,XP_045757684.1,MAT2B,False
XP_032259567.1,XP_536439.3,XP_027461514.1,XP_045757699.1,MAT2B,False
XP_032259569.1,XP_003434555.1,XP_027460937.1,XP_045743426.1,WWC1,False
XP_032259571.1,XP_536435.2,XP_027460938.1,XP_045743417.1,WWC1,False
XP_032259573.1,XP_853102.1,XP_027460939.2,XP_045757630.1,RARS1,False
XP_032259574.1,XP_038357580.1,XP_027461848.1,XP_045743404.1,FBLL1,False
XP_032259575.1,XP_005640642.1,XP_027446178.1,XP_045724087.1,FASTKD2,False
XP_032259576.1,XP_546251.2,XP_027462794.1,XP_045757628.1,PANK3,False
XP_032259578.1,XP_038357567.1,XP_027462789.1,XP_045757618.1,SLIT3,False
XP_032259581.1,XP_546246.3,XP_027461618.1,XP_045757547.1,DOCK2,False
XP_032259582.1,XP_013968494.1,XP_027463022.1,XP_064452655.1,SPDL1,False
XP_032259584.1,XP_003434552.1,XP_027461623.2,XP_045757562.1,INSYN2B,False
XP_032259586.1,XP_536042.2,XP_027446179.2,XP_064443048.1,MDH1B,False
XP_032259587.1,XP_005619277.1,XP_027461017.1,XP_045757534.1,LCP2,False
XP_032259589.1,XP_038351134.1,XP_027462770.1,XP_064453012.1,KCNIP1,False
XP_032259592.1,NP_001003299.1,XP_027462766.1,XP_045757506.1,KCNMB1,False
XP_032259593.1,XP_536433.2,XP_027461776.1,XP_045757420.1,RANBP17,False
XP_032259596.1,NP_001239100.1,XP_035581452.1,XP_045757398.1,NPM1,False
XP_032259597.1,XP_546239.2,XP_027461106.1,XP_045757272.1,STK10,False
XP_032259599.1,XP_005619266.1,XP_027461109.1,XP_054369552.1,FBXW11,False
XP_032259600.1,XP_866627.1,XP_027461111.1,XP_054369554.1,FBXW11,False
XP_032259602.1,XP_003434549.1,XP_027461113.1,XP_045757316.1,FBXW11,False
XP_032259605.1,XP_866538.1,XP_027461117.1,XP_045757345.1,FBXW11,False
XP_032259606.1,XP_546238.2,XP_027462744.1,XP_045757366.1,UBTD2,False
XP_032259608.1,XP_038350870.1,XP_027462748.1,XP_064452645.1,UBTD2,False
XP_032259610.1,XP_038350854.1,XP_027462707.1,XP_045757229.1,SH3PXD2B,False
XP_032259612.1,XP_022273699.2,XP_027462427.1,XP_045757209.1,NEURL1B,False
XP_032259613.1,XP_038350778.1,XP_027462763.1,XP_045757162.1,DUSP1,False
XP_032259614.1,XP_852891.1,XP_027461381.1,XP_064452632.1,ERGIC1,False
XP_032259618.1,NP_001003128.1,XP_027462829.1,XP_045757122.1,ATP6V0E1,False
XP_032259620.1,XP_852847.1,XP_027460854.2,XP_064452627.1,CREBRF,False
XP_032259621.1,XP_852828.1,XP_027461086.1,XP_045757063.1,BNIP1,False
XP_032259625.1,XP_546230.2,XP_027462994.1,XP_045756976.1,STC2,False
XP_032259626.1,XP_854296.2,XP_027461628.2,XP_064452626.1,BOD1,False
XP_032259628.1,XP_005619255.1,XP_027460782.1,XP_064452620.1,CPEB4,False
XP_032259630.1,XP_005619256.1,XP_027460784.1,XP_045756930.1,CPEB4,False
XP_032259631.1,XP_022270765.1,XP_027446925.1,XP_064443047.1,ADAM23,False
XP_032259632.1,XP_038350517.1,XP_027460202.1,XP_045743319.1,C4H5orf47,False
XP_032259633.1,XP_852717.1,XP_027461511.1,XP_064452625.1,NSG2,False
XP_032259637.1,XP_038341167.1,XP_027460177.1,XP_045743279.1,DRD1,False
XP_032259641.1,XP_038350485.1,XP_027461012.1,XP_045756900.1,SFXN1,False
XP_032259642.1,NP_001182773.1,XP_027462963.1,XP_045743269.1,HRH2,False
XP_032259645.1,XP_038350453.1,XP_027462918.1,XP_045756882.1,CPLX2,False
XP_032259648.1,XP_546222.4,XP_027460819.2,XP_045756833.1,SIMC1,False
XP_032259649.1,XP_852699.1,XP_027460821.1,XP_045756783.1,KIAA1191,False
XP_032259651.1,XP_005619243.1,XP_027460824.1,XP_045756792.1,KIAA1191,False
XP_032259653.1,XP_038350329.1,XP_027460827.1,XP_045756717.1,ARL10,False
XP_032259654.1,XP_536424.1,XP_027460830.1,XP_045756750.1,NOP16,False
XP_032259655.1,XP_546220.2,XP_027460828.1,XP_045756740.1,CLTB,False
XP_032259656.1,XP_866115.1,XP_027460829.1,XP_045756734.1,CLTB,False
XP_032259657.1,XP_536423.1,XP_027460831.1,XP_045756762.2,HIGD2A,False
XP_032259658.1,XP_546218.2,XP_027461303.1,XP_045756694.1,FAF2,False
